,reviews,ratings
385,Clasp broke and lost bracelet in less than 3 hours.,1
386,"Not so sure I like this soap, it has been giving me a very fishy smell.",1
387,did not need them but couldn't send them back so I am stuck with them...,3
388,They are brushes for nails what I received. I think it's a fake,2
389,"Like everything, when I was younger everything was bigger. Aside from that I'm good. I had two fillings and this helped with the pain.",4
390,I expected an iron that blew hot air.  There was not an adequate description.  It takes a long time for it to heat up.,3
391,Gets rid of dandruff...but the product by itself is really bad for hair.,2
392,I lost a lot of the foundation from packaging. Has a weird smell to it. Like the pick bottle much better.,2
393,Followed directions carefully. It did not do the job at all.,1
394,after wet shaving it feels good to finish with alumn. added to my routine. I like it. very convenient to apply in this curved format.,4
395,The water goes into the battery pack. Cannot use in the shower :(...it's useless,1
396,I am not so happy with it. It highlights my dark circles under eye. It works well on rest of the face.,3
397,finally got around to BL2. so far not too bad,4
398,I tried these gloves in the shower and while they worked well with my body scrub they had a few snags but they did the job.,4
399,"Very nice stand!  Sturdy, classic styling, and doesn't take up the whole counter. Very good value.",5
400,Its good and reached less than the given time. It works well on the oily skin when combined with shaving gel.,3
401,These were supposed to include a transparent bra.  There was no bra.,2
402,"received on time the norelco bg2030 but the shaving head was damaged, called norelco and they did mail new one for free",1
403,Love these products and will buy more in the future when I run out.  Perfect eye sparkle for brightening eye color.,5
404,Great price but doesn't protect all day long.  In addition I paid more for shipping that for the actual deodorant.,4
405,The soaps are great and make a good gift.  However the box arrived opened (broken seal) and damaged.  That was disappointing.,4
406,"As other reviews have said, the 99 cent mesh puff scrubbers work much better than this item.",2
407,Very pretty necklace - it has a nice weight to it as well. Perfect for dressing up a plain top in any season!,5
408,"Came in great condition, however in a darker green than the light green pictured here. I am happy overall with purchase.",4
409,Scrub is coming off from the holder within a week of use. Its not good for regular and long use.,2
410,Love Mitchum but only the gel. The solid crumbles and breaks during application. RECOMMEND gel only!,1
411,This towel works so well. I just add some liquid bath soap and I feel super clean and soft! Great for reaching your entire back.,5
412,i thought they were somewhat bigger. but still like them,4
413,"Dont waste your money,the plastic backing are so fragile.",1
414,I used this product once and it stopped working. Tried several different brand new batteries and it wouldnt turn on.,1
415,My daughter suffered a skin reaction when using it.  We stopped uing it immediately.  She complained about itching after applying it.,1
416,"It's hard to say- the containers were not sealed, and there was product dried all over the outside of the packaging, but not much inside.",1
417,"has a strong scent, does help raise hairs so shaving is easier.",4
418,Not a bad seller but ICK on the product.  I want taste & a some heat/tingling.,2
419,Great for the price! The rubber grips are useless keep falling off but I don't like/need them anyway,4
420,This mouth wash is perfect to use and cleans with a fresh Colgate feeling that provides a whitening effect on teeth.,5
421,I grew up with a waterpik.  Had not used one in many years.  It is a good tool for cleaning your teeth and gums.,4
422,If you have fine short bear the vacuum maybe does something but with my beard it is completely useless buy the one without the vacuum.,4
423,This was a gift and they didn't have anything bad to say about the product.,4
424,"Still got a whole box of these!!
They just multiply!!!",4
425,"It doesn't look like there's 3000 of these gems in this container. They are very frustrating to use, even with slanted tweezers.",3
426,"Absolute best hair product line for kids. My daughters hair is shiny, soft and always 100% tangle free!!",5
427,Great way to use essential oils especially those for respiratory issues.,4
428,this product was recommended to me by a friend - but it did not work as well as I had hoped,1
429,Smallest bottle of product I've ever seen.  Not worth the money,2
430,They are so much better than other temporary tattoo's I've purchased. The quality is amazing. Does not wash off in the shower.,5
431,"works great, but its a little flimsy and lasted a 6 months. So i would by 2 per year.or maybe the one I received was a lemon",4
432,need a fine point sharpie to write on these.  difficult to get them off the page,3
433,Works beautifully for me!  Definitely a permanent part of my daily regime!  Thank you OzNaturals!,5
434,Seems to work as it is said in the other reviews!!! Helped a lot with my gums and kept my breath fresh. Great product!,4
435,"that was i expecting for!, it's ok, I recommend it the brand good product, good service, every think is Ok",4
436,Might as well just put vasoline on my dry skin. Thought this was a non petroleum product.,1
437,I use this every night as my evening moisturizer. I love it.,4
438,Love this cuticle oil it smells and works great! It made my cuticles super soft and the surrounding skin really fragrant.,4
439,My husband loves it!  Great shave and easy to clean too.,5
440,I do not like this scarf due to it being short. Being short means I can not wear it like I want to.,1
441,It was nothing like the picture. And the ends were curled so it was hard to do anything with it.,1
442,for someone who has dental problems this works wonders.  Used several times a day is best.  This is especially good with braces.,4
443,"Don't really use it that often, when I do it does seem to slim jaw,",4
444,I like this product.  It does cover up the gray really well.  It is easy to use,4
445,I've used the oil a couple times & am pleased thus far.,4
